page,review_id,company,review_title,employee_role,employee_history,employeer_pros,employeer_cons,employeer_rating,work_life_balance,culture_values,career_opportunities,compensation_and_benefits,senior_management,diversity_inclusion,review_time
58,empReview_13794490, Credit Suisse,Good Company,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for less than a year,"Great industry name, and good people to work with",Bonuses are not as generous as listed on glassdoor. Lots of movement with senior management.,3,4,3,2,4,2,NA,NA
58,empReview_13781599, Credit Suisse,VP - NYC,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Good benefits, excellent 401K, generally good work/life balance.",Cost-cutting and job uncertainty are status quo.,3,4,3,3,3,3,NA,NA
58,empReview_13553510, Credit Suisse,Vice President in CRO,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for more than 8 years,"Culture, encouragement and opportunities for personal development and the people",Lack of value in internal movement laterally and current unrest in organizational changes complimented with uncertainty of business priorities.,4,4,5,4,3,4,NA,NA
58,empReview_13748372, Credit Suisse,Leading global financial institution,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Collaborative environment
Lean teams with cross-divisional capabilities
Motivated employees looking to make a difference",Slow to implement or alter strategies,3,4,4,4,4,4,NA,NA
58,empReview_13464607, Credit Suisse,Vice President,Former Employee - Vice President,I worked at Credit Suisse full-time for more than 10 years,Good company to work for.  Good benefits.,Very unstable environment over the last few years.  Countless layoffs occurring.,4,4,4,4,3,3,NA,NA
58,empReview_13704232, Credit Suisse,Fine,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,I worked in human resources between other jobs in Europe (working as an analyst). People are very nice.,"Nothing unexpected, but it's not the most inspiring financial services corporation in the world.",3,3,3,3,3,3,NA,NA
58,empReview_13476088, Credit Suisse,Collateral Analyst,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for more than a year,"Great place to start career. 

Fantastic benefits/401k package","Other banks will pay more. 

Corporate atmosphere",4,4,3,5,5,3,NA,NA
59,empReview_13977492, Credit Suisse,The Prime Services is a pretty horrible place to work. work life balance is horrible.,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,I can't think of any. Initially I thought salary is a pro but other banks pay much more for similar profiles.,"They treat you like machines, give you work which is not very meaningful (Lots of number crunching and excel sheet process that you won't know what its for). In long run working here will not add much to your skillset unless you are working in a very key role which is rare. Most people end up leaving the firm in a 1 year. If you are lucky and stick around, they start giving you hints by the time you are in your third year, to look for another job, which makes sense, you are still doing the same work as a first year since your skill hasn't improved, and you are getting paid more.",1,1,1,1,3,1,NA,NA
59,empReview_13343556, Credit Suisse,RTP Trade Analyst,Former Employee - Analyst,I worked at Credit Suisse full-time for more than a year,"Benefits, Insurance, and  Internal Movement","Pay, Fired local leadership and tried to manage from NY",4,5,5,3,4,2,NA,NA
59,empReview_13633078, Credit Suisse,Vice President,Current Employee - Vice President,I have been working at Credit Suisse full-time for more than 8 years,"Strong benefits, experience in investment banking outside of NYC, inward mobility","Low total compensation, limited exposure to senior management in RTP office",3,4,5,4,3,3,NA,NA
59,empReview_13593002, Credit Suisse,Current CS,Current Employee - Vice President,I have been working at Credit Suisse full-time for more than 10 years,work and Life balance is pretty good,not inclusive and culture has suffered quite a lot with the new CEO,3,4,1,2,3,1,NA,NA
59,empReview_13574779, Credit Suisse,VP,Former Employee - Tech Team Lead,I worked at Credit Suisse full-time for more than a year,Good company culture and very laid back as an European bank,Not much innovation and too much politics,3,3,3,3,3,3,NA,NA
59,empReview_13557540, Credit Suisse,AVP,Current Employee - Assistant Vice President,I have been working at Credit Suisse full-time for more than a year,Strong culture and good benefits; multiple options for career advancement,"Long hours; a very ""bro"" type culture even outside of the traditional trading teams; lack of direction by senior management",3,2,3,4,3,1,NA,NA
59,empReview_13256215, Credit Suisse,Learning,Analyst,I have been working at Credit Suisse ,"Good learning culture, with expertise within close reach  - very accessible with many various forums available to connect and network","Management culture can be inconsistent at times. Inconsistent hiring standards can an do harm existing staff morale, and this is evidently visible from the affected departments",4,NA,NA,NA,NA,NA,NA,NA
59,empReview_13269998, Credit Suisse,Finance Intern,Former Employee - Finance Intern,I worked at Credit Suisse full-time for less than a year,The culture tended to be very encouraging and collaborative. I was happy to go into work every day.,"Work difficulty tended to be lower than I expected. I took on my own learning, but the work was not very difficult.",4,5,5,5,4,4,NA,NA
59,empReview_13418598, Credit Suisse,Good internship,,I worked at Credit Suisse ,Everyone is very nice and understanding,Very bureaucratic and inefficient at times,3,4,3,4,5,3,NA,NA
59,empReview_13204181, Credit Suisse,2 years of Analyst Exp,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Good pay
Friendly team culture
Good generalist opportunities","Low morale recently due to restructuing
Somewhat uncertain outlook",4,NA,NA,NA,NA,NA,NA,NA
60,empReview_13175541, Credit Suisse,Financial Analyst,Financial Analyst,I have been working at Credit Suisse  for less than a year,"Flexible hours, ability to work off-site, great facilities (cafeteria/coffee shop/fitness center), day-to-day work varies as the month progresses (not overly mundane/repetitive)",Not much opportunity for advancement within department,5,4,NA,NA,3,4,NA,NA
60,empReview_13176676, Credit Suisse,Good company,Executive Assistant,I worked at Credit Suisse  for more than 10 years,"I recommend this company, it has great benefits.",No downside from my perspective in working there for many years.,5,4,NA,5,4,NA,NA,NA
60,empReview_13157510, Credit Suisse,Good,Current Employee - Analyst,I have been working at Credit Suisse full-time for more than a year,"Being at a bulge bracket banks comes with heavy deal flow
The people that work at Credit Suisse are intelligent and good to be around
The benefits are comprehensive and good","Being at a bulge bracket means there is lots of pitching that usually does not lead anywhere
Lots of labor-intensive grunt work that does not end up being used
Repetitive work",4,3,5,4,4,3,NA,NA
60,empReview_13225493, Credit Suisse,Assistant Vice President,Former Employee - Assistant Vice President,I worked at Credit Suisse full-time for more than 5 years,"Good benefits. Low premium health plans, many options to choose from. Matching 401K.","Promotion process is highly subjective. Based more on who you know, not what you know or deliver. Took 6 years and 3 lateral moves to get into a department where management was not threatened by talent before I was promoted and I was rated a top performer consistently year after year. 

Rating system is based on a bell curve but this does not work when some teams have less than 10 people. Overt hiring of college talent leaves few options for older and experienced workers.

Pay is 28% below market value for senior talent. This is according to Glassdoor!

Current CEO is not accessible, holds executive meetings off-site and only interested in cutting costs. 

Many IT departments require non-officer team management to 'self-fund' by convincing senior business leaders to fund poorly defined projects that rely on junior talent to deliver.  

There is also a culture that will not recognize your abilities if you don't hold a title of VP or above. 

Some management in IT are overly-aggressive and will frequently badger employees into delivering on unrealistic goals and use intimidation tactics in the presence of co-workers to wield their influence.",2,2,1,2,4,1,NA,NA
60,empReview_13114217, Credit Suisse,Technology analyst,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than a year,not overloaded with work and nice people,not space for innovation. Not so smart senior management,5,NA,NA,NA,NA,NA,NA,NA
60,empReview_13121939, Credit Suisse,Great Place to work,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than 5 years,Great benefits and many learning opportunities.,Management not always available to talk to about issues.,5,5,5,5,5,3,NA,NA
60,empReview_13160860, Credit Suisse,Analyst Review,Former Employee - Operations Analyst,I worked at Credit Suisse full-time,"Great external reputation in the financial world, friendly and mostly younger employees, great benefits (medical, 401k, PTO). Credit Suisse is also big on internal mobility and urges employees to try out new roles within the organization.","Compensation is less than industry average, since Credit Suisse prides itself on optimizing cost-cutting strategies in case of a market downturn. It seems as though management expects long hours to be put in, but there is no over-time pay (only half time). Promotions process is ambiguous and promotions are hard to come by, and seems to be more based on networking rather than performance. It doesn't seem like there is a lot of room for career growth, I've seen many people who have been with the firm for 3+ years who have not yet been up for promotion. There is high analyst attrition and many get their 1-2 years of experience before moving on.  I've seen multiple candidates hired with no former business education or background (leading to slow learning curves and decreased performance).",3,2,3,2,3,2,NA,NA
60,empReview_13268129, Credit Suisse,Never my home,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than 3 years,Pockets of good people. Interesting projects.,Lots of red tape to get anything done. Very political.,3,1,1,3,3,3,NA,NA
60,empReview_13191336, Credit Suisse,New management has changed the culture of the firm for the worst....,Director,I worked at Credit Suisse ,Good benefits and compensation for employees.,"The company is also slow to change and not invested enough in technology.  The firm is not committed to having excellent people and doing excellent, innovative work.  It is slow-moving, consensus driven in the wrong way, and bureaucratic.   The new management team is not transparent with employees, does not accept feedback well, and is not committed to providing a positive environment and culture for its employees.  They are decidedly unfriendly and autocratic-- a disappointment, considering that the previous CEO and leadership team was truly accessible, authentic and down to earth.",2,2,1,2,4,1,NA,NA
60,empReview_13053503, Credit Suisse,Business analyst,,I have been working at Credit Suisse ,The work life balance is fine.,The corporate red tape can be bothersome.,4,3,3,3,3,3,NA,NA
61,empReview_13000434, Credit Suisse,Operations Analyst,,I have been working at Credit Suisse ,Very good corporate culture. I enjoyed working here and everyone was very laid-back. I definitely recommend to anyone interested in the supply chain field.,"I did not learn as much as I thought I would through the job. In the end, I have decided to leave so I can pursue a different job.",4,4,4,4,4,4,NA,NA
61,empReview_12976999, Credit Suisse,poor outlook for next 6 months,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"mobility, professional, cordial, flexible, good maternity benefits","pay, slow moving, poor paternity benefits, trading culture",4,NA,NA,NA,NA,NA,NA,NA
61,empReview_12987812, Credit Suisse,Great place to work but lack of opportunities due to new CEO/climate,Former Employee - Assistant Vice President,I worked at Credit Suisse full-time for more than 3 years,"Fantastic benefits, paid time off, really working toward a flex working/work from home culture. 20 weeks paid maternity leave.","Unstable, bonuses down, new CEO slashing jobs all over the place",4,5,4,2,5,4,NA,NA
61,empReview_13116158, Credit Suisse,Associate,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Bulge Bracket IBD

Good Lev Fin practice","Overly conservative due to over regulation and restrictive Swiss banking 

Being passed up by American investment banks

Poor leadership from the very top",2,1,3,2,2,1,NA,NA
61,empReview_12958979, Credit Suisse,AVP,,I have been working at Credit Suisse  for more than 5 years,"I have been working with credit suisse for more than 5 years, Nice environment to work on..","Nothing to report on cons,",5,4,4,4,5,4,NA,NA
61,empReview_13065194, Credit Suisse,IT Manager,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for more than a year,Pretty good benefits and flexible work situation,"No training, lower than average salary, layoffs",3,2,2,3,3,3,NA,NA
61,empReview_13094380, Credit Suisse,CS Review,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,"Great opportunities, courses for further development, and entry level positions specifically for recent graduates. Friendly environment when you're doing well at your assigned jobs. Cultivated inner growth from working here while asking for more work/projects.",Onboarding process is very drawn out/training for new hires takes away from hands on experience with your team. It is difficult to climb the career ladder unless you're willing to relocate as there are time restrictions for advancing. Each team usually keeps to themselves.,3,4,4,4,3,3,NA,NA
61,empReview_12881840, Credit Suisse,great place,,I worked at Credit Suisse ,nice people to work with,bad atmostphere yo yo yo,5,5,5,5,5,5,NA,NA
61,empReview_13018648, Credit Suisse,"Compensation is fair, overworked though",Current Employee - Production Support Analyst,I have been working at Credit Suisse full-time for more than a year,"- Fair Compensation
- Young crowd
- Management respects me and helps me","- Long hours
- Lot of weekend work",3,2,4,4,3,3,NA,NA
61,empReview_13031871, Credit Suisse,Analyst,Current Employee - Analyst,I have been working at Credit Suisse full-time for more than a year,"Great brand name, good salary","Cut-throat, no respect for the individual",2,1,1,5,5,2,NA,NA
62,empReview_12865068, Credit Suisse,Vice President,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than 5 years,"Great team, good culture, good technology, client focused. Overall a great place to work with quality people.","Not competative pay, not a lot of growth opportunity.  Takes a lot of leg work to make sure you get recognized.",4,4,5,3,2,5,NA,NA
62,empReview_12989817, Credit Suisse,Investment Banking Analyst,Investment Banking Summer Analyst,I worked at Credit Suisse  for less than a year,"-Good pay
-Great training opportunities
-Strong leadership","-Reputational risk 
-Limited dealflow
-Bad work life balance",3,2,2,2,2,4,NA,NA
62,empReview_12811642, Credit Suisse,Investment Banking Summer Analyst,,I have been working at Credit Suisse ,"Pay, Experience, Exit Opportunities are stellar","Hours are long, work is sometimes monotonous.",5,2,4,5,5,4,NA,NA
62,empReview_12809307, Credit Suisse,Intern,,I worked at Credit Suisse ,Great Work Environment. Positive learning experience,Lack of guidance. Learn on your own,4,NA,NA,NA,NA,NA,NA,NA
62,empReview_12971434, Credit Suisse,AVP,,I worked at Credit Suisse  for more than 5 years,Firm has a great culture and really supports individual growth and development,current focus on cost reduction limits growth opportunities and has a negative impact on morale,3,4,4,4,3,4,NA,NA
62,empReview_12977623, Credit Suisse,Long Hours,,I worked at Credit Suisse ,"Wonderful people to work with and network.  Volunteering, learning more about products, being exposed to different departments.",Long working hours. Work/Life balance is hard.,3,1,3,2,3,1,NA,NA
62,empReview_12726684, Credit Suisse,.......,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for more than 8 years,"Great culture, creative people, historically stable",Uncertainty around the new management vision,4,4,4,3,4,1,NA,NA
62,empReview_12705480, Credit Suisse,AVP Manager,Current Employee - Assistant Vice President IT Manager,I have been working at Credit Suisse full-time for more than 3 years,"Great work and personal life balance
Good Benefits package",Not Best Practices IT Industry,5,5,4,4,4,4,NA,NA
62,empReview_12801732, Credit Suisse,Good Company - Didn't Offer Advancement/Pay Well,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than 3 years,The people were talented.  There was a true culture with CS and it felt like everyone cared for each other.  The work was interesting at times.,The pay was not comparable with other firms.  I would have stayed with the firm if I was paid more and given the opportunity to advance.,3,NA,NA,NA,NA,NA,NA,NA
62,empReview_12653638, Credit Suisse,Good place to start your career right out of college,Current Employee - Senior Operations Analyst,I have been working at Credit Suisse full-time for more than a year,Corporate culture is pretty relaxed in some departments. There are some good managers who are willing to lend a helping hand to the younger generations entering the workforce. Good mentors around the firm. There are many network groups to help employees feel a part of this place.,"Like any other place, the bad apples can be discouraging to the younger generations. Older structures are harder to change, unless your manager is willing to be open minded. Have heard from senior managers that the corporate structure is different from other firms in the industry.",4,4,3,4,3,3,NA,NA
63,empReview_12737375, Credit Suisse,Decent place to start out a career,Current Employee - Business Analyst,I have been working at Credit Suisse full-time for more than a year,"Decent starting salary, work hours are very manageable.  Comparatively laid-back culture within the industry.  company name is very well-respected and recognized -  good to have on the resume.",The work is exceedingly dull bordering on soul-crushing in most departments.  There are few opportunities to develop communication skills.  Raises are minuscule (if you even get one at all).  Jobs require little skill so there is little investment in employees,3,5,4,2,2,4,NA,NA
63,empReview_12780401, Credit Suisse,Investment Banking Analyst,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Strong bank with a lot of momentum currently. Great junior culture. Updated building with nice amenities (gym, cafeteria).",Senior management of junior resources could be improved significantly. Lot of unnecessary work created which leads to lower morale amongst analysts.,3,1,3,5,4,3,NA,NA
63,empReview_12595667, Credit Suisse,Credit Suisse,Current Employee - Assistant Vice President,I have been working at Credit Suisse full-time for more than 5 years,Work from home policy - great working parent benefits - medical benefits tailored for both singles and parents.  in-house training.  good open policy on internal mobility - would rather you took an internal job than lose an employee,crazy working hours with world wide teams.  compensation not in line with effort.  too many policies and procedures making in near impossible to get anything done in a timely fashion,4,2,3,3,4,1,NA,NA
63,empReview_12580642, Credit Suisse,Fantastic Company in a Challenged Industry,Current Employee - Equity Research Associate,I have been working at Credit Suisse full-time for more than 5 years,"One of the best companies in the world with top talent from top schools.  However, there has definitely been a brain drain to VC and tech as salaries are under pressure while hours continue to be intense. That said, this is still one of the premier investment banks in the world.",Layoffs in equity research (and other divisions) are frequent as the industry is clearly headed in the wrong direction as markets becomes more efficient causing more investment dollars to flow into passive investments and regulations continue to kill profitability. CS remains a great company but the industry is not what it used to be.,5,3,4,3,4,4,NA,NA
63,empReview_12733981, Credit Suisse,Vice President,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time for more than 3 years,Smart and teamwork oriented colleagues,"Senior execs are out of touch and do not reward performance, instead focused on politics. Best people are leaving in droves.",2,NA,NA,NA,NA,NA,NA,NA
63,empReview_12567038, Credit Suisse,Nice place good emphasis on improving work experience for junior bankers,Investment Banking Analyst,I have been working at Credit Suisse ,"Good work experience, never a dull moment, fast paced and huge value add for professional development. Good management focus on improving junior banker retention",Nature of the industry is highly competitive with long and extensive work hours being the norm. Expect your weekends and evenings gone,4,3,5,5,4,4,NA,NA
63,empReview_12543301, Credit Suisse,Vice President,Former Employee - Vice President,I worked at Credit Suisse full-time for more than 5 years,"If you show yourself able to create value, you will be given opportunities to do so. Overall good compensation structures and very good benefits. Great opportunity to work with very smart people.","The big downside is the communication from senior management down the ranks is extremely limited and straight out bad, creating an uncomfortable working environment in an already volatile market place.",4,4,4,4,5,2,NA,NA
63,empReview_12693520, Credit Suisse,Big bank... in Europe.,Former Employee - Associate,I worked at Credit Suisse full-time for more than a year,Culture is relaxing from the perspective of a US bank and leave/benefits/policies are liberal. Pay is reasonable but upside is limited.,"The wealth management and asset management businesses were run like a satellite office and required constant checking in with the Swiss. Platforms and the supporting IT were subpar. However, the IB was a bit more civilized in that they were a true old school IB - work hard, play hard and had better everything (IT, computers, pay) but the hours border on insane.",3,4,4,3,3,3,NA,NA
63,empReview_12502545, Credit Suisse,Analyst,Former Employee - Investment Banking Analyst,I worked at Credit Suisse full-time for more than a year,"Comfortable salary, smart people, good deal flow","Hours can be very demanding and unpredictable, as is the nature of investment banking",5,3,NA,5,5,4,NA,NA
63,empReview_12624488, Credit Suisse,Good Starting Position,Analyst,I worked at Credit Suisse ,"not long hours, work life balance but depends on group","not many professional dev opportunities, lay offs happening",3,3,3,2,2,2,NA,NA
64,empReview_12422997, Credit Suisse,AVP Information Technology,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for more than 5 years,"Internal mobility is one of the great qualities of Credit-Suisse, as it really helps to grow as a person and professional.  The vacation, maternity / paternity, and honeymoon benefit packages are by far better than 99% of other employers.",Workforce management - meaning between sites: New York - to Raleigh - to London - to etc; you may be a team of one and it is hard to find support and leadership in the current global setup.,4,4,5,5,3,4,NA,NA
64,empReview_12427902, Credit Suisse,Sales,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,"Good team atmosphere, colleagues were team-oriented, helpful.  Clients generally want to do business with Credit Suisse",Difficult restructuring period; stock price performance has put a big damper on deferred compensation.  Base salary is on the lower end of peers.,4,3,3,3,3,3,NA,NA
64,empReview_12432954, Credit Suisse,COO Fixed Income Technology,Vice President Chief Operating Officer,I worked at Credit Suisse  for more than 10 years,Dynamic organization going through transformation in Technology,Frequent reorganizations impead progress and ability to achieve business strategies,4,4,4,4,4,4,NA,NA
64,empReview_12548411, Credit Suisse,Overall a good experience,,I worked at Credit Suisse ,"Brand Name, Flexibility, People, Graduate Program","Management, not Tech-Savvy, Less On-Shore opportunities",3,NA,NA,NA,NA,NA,NA,NA
64,empReview_12523673, Credit Suisse,Typical investment bank,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,"Comp was good until the restructuring. Same opportunities you get at any other investment bank. Ability to get to the top, if you earn it.","Same cons as any other investment bank. The restructuring really crushed bonuses for FY2015, but that probably won't be permanent. The weak bonuses caused some serious loss of talent. Credit Suisse doesn't have the balance sheet that other banks do, so you miss out on some deals due to refusal to lend.",2,1,2,4,3,2,NA,NA
64,empReview_12500537, Credit Suisse,Relationship Associate,Former Employee - Relationship Associate,I worked at Credit Suisse full-time for more than 3 years,"Fast-paced environment, exposed to tons of valuable market information and research.  Great place to learn the business, in terms of how to navigate the markets, help clients make money and mitigate risk",Very poor upwards mobility; large leap to go from an RA to an RM; the firm will not help you much to start and grow a business.,3,5,3,2,3,3,NA,NA
64,empReview_12317779, Credit Suisse,Analyst Review,,I have been working at Credit Suisse ,"Friendly culture, coworkers want you to succeed, global influence, great atmosphere","Demanding hours, conservative approach because of international influence",5,4,5,5,5,4,NA,NA
64,empReview_12280629, Credit Suisse,Love it,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,it's great really. They treat us well. I learn a lot.,Maybe it does get busy awhile sometimes.,5,NA,NA,NA,NA,NA,NA,NA
64,empReview_12430573, Credit Suisse,Analyst review,,I worked at Credit Suisse ,Lots of smart people and fun culture,Bank has less deal flow compared to other banks now,3,NA,NA,NA,NA,NA,NA,NA
64,empReview_12244180, Credit Suisse,Credit Suisse Bank,,I worked at Credit Suisse ,"Good Culture ,Decent Pay & Great benefits",Knowledge gap between management and its directs.,4,NA,NA,NA,NA,NA,NA,NA
65,empReview_12418007, Credit Suisse,Strong brand name. Difficult people and poor technology,,I have been working at Credit Suisse ,Strong brand name for your resume.,"Difficult people to work with. Culture has not changed with the times, still very hierarchical and difficult to get things done. Senior people are rude and disrespectful to others around them. Cuts in technology spending have made it difficult to compete in the current market.",2,2,2,2,4,2,NA,NA
65,empReview_12233577, Credit Suisse,Good people poor work/life balance,,I have been working at Credit Suisse ,"Talented, generally helpful colleagues; good compensation","Long, somewhat variable hours and uninteresting work",4,2,4,4,4,3,NA,NA
65,empReview_12234980, Credit Suisse,Senior Business Analyst/ Requirements Engineering/ Technical Writer,,I worked at Credit Suisse ,Think outside the box mentally,My supervisors where based in Poland and the UK; it would have been nice to have an onsite management contact for road blocks that came up at the last second.,4,3,5,3,3,4,NA,NA
65,empReview_12413139, Credit Suisse,Vice President,Current Employee - Vice President,I have been working at Credit Suisse full-time,"The company has a lot of good benefits including things that make work/life balance easier.  Such as a drycleaner, gym, physical therapist, cafeteria in the NY facility.","It doesn't matter how well you perform, you can be RIF'd (reduction in force) at any time. Nobody feels safe. They just closed down their entire US Private Banking business.",3,3,3,3,3,2,NA,NA
65,empReview_12218725, Credit Suisse,Investment Banking Analyst,,I worked at Credit Suisse ,Great work life balance it's awesome,No ability to work overtime. There's a strict 9-5 policy.,5,NA,NA,NA,NA,NA,NA,NA
65,empReview_12229314, Credit Suisse,Great Company,,I have been working at Credit Suisse ,Top notch culture. Solid support system. Overall fun environment to be in.,So far there are very little cons.,5,NA,NA,NA,NA,NA,NA,NA
65,empReview_12644154, Credit Suisse,Bloated organization,,I worked at Credit Suisse ,Used to be a good organization with excellent benefits and pay,"Bloated, no-direction, lot of managers but no leaders i.e. no one that can take a decision",1,NA,NA,NA,NA,NA,NA,NA
65,empReview_12216212, Credit Suisse,Good place to work,Relationship Associate,I worked at Credit Suisse  for more than 3 years,"Great benefits (travel, health, internal support).","Slow to change for process improvement, asks for ways to improve but don't see any results.  Sometimes challenging to advance or switch roles.",4,4,4,4,3,3,NA,NA
65,empReview_12384371, Credit Suisse,"Great place to work, long and dreadful hours",Investment Banking Associate,I worked at Credit Suisse  for less than a year,Great Community with a pool of very talented people,"Long hours, compensation slow, and processes could be bureaucratic",3,2,5,4,3,4,NA,NA
65,empReview_12626722, Credit Suisse,Associate,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,Good group of people to work with,"Compensation, scale back of large businesses",1,NA,NA,NA,NA,NA,NA,NA
66,empReview_12183697, Credit Suisse,AVP,Former Employee - Assistant Vice President,I worked at Credit Suisse full-time for more than 3 years,Great place to work. Loved it.,Didn't come across any downsides,4,4,5,4,4,4,NA,NA
66,empReview_12158804, Credit Suisse,Amazing working culture,,I have been working at Credit Suisse ,"Working culture, work diversity, and Global Bank",Bad hours for investment banking,5,3,5,5,4,4,NA,NA
66,empReview_12353077, Credit Suisse,Credit Suisse,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,"Benefits, Technology, Professional environment, office location in NY","Political, self serving senior management, lack of training, ""sink or swim"" mentality, lack of recognition",2,1,3,2,2,1,NA,NA
66,empReview_12313155, Credit Suisse,Analyst,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,"Ok job, work life balance pretty good for the industry",Pay is not that competitive for years worked and different opportunities around the Raleigh Durham area.,3,NA,NA,NA,NA,NA,NA,NA
66,empReview_12047628, Credit Suisse,Credit Suisse,Oracle Developer,I worked at Credit Suisse  for more than a year,Great place to work. Has own cafeteria and coffee stations.,I cannot think of many cons for working here.,4,4,5,4,5,4,NA,NA
66,empReview_12026580, Credit Suisse,Analyst,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time,It is a good place to start your career.  There is good internal mobility.,Training is all on the job.  There is lack of clarity on how to get promoted,4,NA,NA,NA,NA,NA,NA,NA
66,empReview_12028412, Credit Suisse,Senior Operations Analyst,,I have been working at Credit Suisse ,"Work & Life Balance, Recognition, Management","Compensation, Long Hours, Work Load",4,5,5,4,3,4,NA,NA
66,empReview_11997769, Credit Suisse,Operation Summer Analyst,,I worked at Credit Suisse ,The culture is very inviting and they offer a lot of internal mobility. They also have great benefits packages.,The annual salaries are not as competitive with other similar companies.,5,3,5,5,4,4,NA,NA
66,empReview_12008134, Credit Suisse,Technology Summer Analyst,,I have been working at Credit Suisse ,"Good pay for the area
Great training opportunities",Little perks or amenities at the office,4,5,4,5,4,3,NA,NA
66,empReview_12010651, Credit Suisse,Mixed experience,,I worked at Credit Suisse ,"Generally smart people, good NYC location",Struggling with a revised business model post-crisis,4,4,3,3,3,3,NA,NA
67,empReview_12176854, Credit Suisse,technical analyst,Former Employee - Technical Analyst,I worked at Credit Suisse full-time for more than a year,Good work culture and well balanced life.,Instability at senior organization. Lots of restructuring,3,4,4,3,3,3,NA,NA
67,empReview_12180716, Credit Suisse,Good start but not a long-term place,,I have been working at Credit Suisse ,"Learned a lot, good place to start a career","Rough hours, bad morale, high turnover",3,NA,NA,NA,NA,NA,NA,NA
67,empReview_12151712, Credit Suisse,Good entry level finance training,,I have been working at Credit Suisse ,"Quality people, good location in NYC.","Big organization, not much upward mobility after mid-levels.",3,NA,NA,NA,NA,NA,NA,NA
67,empReview_11956337, Credit Suisse,Assistant Vice President,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,Great culture and awesome company to work for!,Everything was great. More career mobility options would have been great!,5,5,5,5,5,5,NA,NA
67,empReview_11933125, Credit Suisse,Relationship Associate,Former Employee - Relationship Associate,I worked at Credit Suisse full-time for more than 5 years,"Excellent 401 k contribution, good benefits and health insurance, friendly people, international culture","Uncertain future of the company, pay varied by teams with no certainty of revenue sharing",4,4,3,3,4,3,NA,NA
67,empReview_12106319, Credit Suisse,Analyst,,I worked at Credit Suisse ,"Quality People, Good Entry Level Finance Training, Great Location","Long Hours, not much upward mobility",3,NA,NA,NA,NA,NA,NA,NA
67,empReview_11918884, Credit Suisse,Treasury AVP,Current Employee - Anonymous Employee,I have been working at Credit Suisse full-time for more than a year,"Good team, small department, and internal mobility.",Can be more organized with strategy and execution of firm goals.,4,3,4,4,5,4,NA,NA
67,empReview_12049055, Credit Suisse,Use you vacations before you leave,Former Employee - Anonymous Employee,I worked at Credit Suisse full-time,Probably better hours than American banks,Use you vacations before you leave,3,4,3,3,3,3,NA,NA
67,empReview_12020770, Credit Suisse,CS Private Bank,,I worked at Credit Suisse ,"Good people, fair/above-average benefits package, great work-life balance, internal mobility, strong woman/LGBT programs","Poor systems, management in it for themselves (poor communication, superior attitudes - will not even say hello when they pass you in the hall/bathroom), limited resources provided, risk/compliance bullies (overly strong oversight), strong woman/LGBT programs",3,5,3,3,3,1,NA,NA
67,empReview_11787679, Credit Suisse,Product Control,Current Employee - AVP-Analyst,I have been working at Credit Suisse full-time for more than 8 years,"Learning opportunities
interaction with the financial sector","Loads of work
compensation versus responsibilities is not the best in the sector.",4,2,3,3,2,3,NA,NA
68,empReview_11968367, Credit Suisse,"Can be a boring internship, depending on your manager,",,I worked at Credit Suisse ,"-Some interns have managers who care a lot and want them to have success in the business. 
-People are very friendly for the most part.","-It can be monotonous work.
-You can't have BYOD unless you work full-time. You work from 9-5, but usually some managers are flexible with whatever time you need to leave.
-Boring work environment.",3,NA,NA,NA,NA,NA,NA,NA
